"DRG.Definition","Provider.Id","Provider.Name","Provider.Street.Address","Provider.City","Provider.State","Provider.Zip.Code","Hospital.Referral.Region..HRR..Description","Total.Discharges","Average.Covered.Charges","Average.Total.Payments","Average.Medicare.Payments","DRG.Code","Comb.DRG","MORT","READM","Lat","Long"
"1177","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330078","SISTERS OF CHARITY HOSPITAL","2157 MAIN STREET","BUFFALO","NY","14214","NY - Buffalo","27","36423.7037","12530.7037","11081.92593","280","AMI","14.5","16.6","42.92917","-78.849916"
"1178","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330080","LINCOLN MEDICAL & MENTAL HEALTH CENTER","234 EAST 149TH STREET","BRONX","NY","10451","NY - Bronx","13","40764.92308","40930.69231","37931.15385","280","AMI","13.9","17.3","40.817681","-73.924072"
"1179","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330084","ALICE HYDE MEDICAL CENTER","133 PARK STREET","MALONE","NY","12953","VT - Burlington","17","11053.82353","11904.23529","11053.41176","280","AMI","14.7","17.1","44.856658","-74.29193"
"1180","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330101","NEW YORK-PRESBYTERIAN HOSPITAL","525 EAST 68TH STREET","NEW YORK","NY","10021","NY - Manhattan","115","85076.24348","22512.34783","19711.51304","280","AMI","11.0","17.8","40.7642","-73.954457"
"1181","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330102","KENMORE MERCY HOSPITAL","2950 ELMWOOD AVENUE","KENMORE","NY","14217","NY - Buffalo","13","17109.76923","9134.769231","8300.307692","280","AMI","14.6","17.6","42.9779","-78.878678"
"1182","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330103","OLEAN GENERAL HOSPITAL","515 MAIN STREET","OLEAN","NY","14760","NY - Buffalo","39","17121.97436","9075.538462","8078.025641","280","AMI","14.2","15.5","42.089448","-78.426977"
"1183","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330104","NYACK HOSPITAL","160 NORTH MIDLAND AVENUE","NYACK","NY","10960","NJ - Hackensack","41","45502.41463","12916.82927","11040","280","AMI","12.4","17.2","41.095841","-73.925034"
"1184","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330106","NORTH SHORE UNIVERSITY HOSPITAL","300 COMMUNITY DRIVE","MANHASSET","NY","11030","NY - East Long Island","57","89998.70175","16456.50877","14560.87719","280","AMI","13.0","18.4","40.779269","-73.703029"
"1185","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330107","PECONIC BAY MEDICAL CENTER","1300 ROANOKE AVENUE","RIVERHEAD","NY","11901","NY - East Long Island","21","28154.95238","11080.66667","9914.238095","280","AMI","13.1","17.0","40.933577","-72.674317"
"1186","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330119","LENOX HILL HOSPITAL","100 EAST 77TH STREET","NEW YORK","NY","10021","NY - Manhattan","30","117440.7","20904.83333","16029.73333","280","AMI","12.4","17.2","40.773964","-73.96061"
"1187","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330125","ROCHESTER GENERAL HOSPITAL","1425 PORTLAND AVENUE","ROCHESTER","NY","14621","NY - Rochester","36","21309.77778","11703.19444","10487.27778","280","AMI","11.6","16.9","43.192542","-77.584424"
"1188","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330126","ORANGE REGIONAL MEDICAL CENTER","707 EAST MAIN STREET","MIDDLETOWN","NY","10940","NY - White Plains","90","61821.84444","12484.22222","11262.52222","280","AMI","11.4","16.9","41.439962","-74.369415"
"1189","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330127","JACOBI MEDICAL CENTER","1400 PELHAM PARKWAY SOUTH","BRONX","NY","10461","NY - Bronx","17","60574.23529","27975.41176","24219.94118","280","AMI","13.0","17.1","40.857455","-73.84721"
"1190","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330128","ELMHURST HOSPITAL CENTER","79-01 BROADWAY","ELMHURST","NY","11373","NY - East Long Island","13","41813.61538","24588.61538","22714.46154","280","AMI","13.7","18.2","40.74434","-73.88598"
"1191","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330135","BON SECOURS COMMUNITY HOSPITAL","160 EAST MAIN STREET","PORT JERVIS","NY","12771","NJ - Morristown","17","29201.47059","10219.82353","9506.411765","280","AMI","13.9","17.2","41.368207","-74.68252"
"1192","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330136","MARY IMOGENE BASSETT HOSPITAL","ONE ATWELL ROAD","COOPERSTOWN","NY","13326","NY - Albany","22","30746.72727","15907.59091","14687.31818","280","AMI","12.3","17.7",NA,NA
"1193","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330140","ST JOSEPH'S HOSPITAL HEALTH CENTER","301 PROSPECT AVENUE","SYRACUSE","NY","13203","NY - Syracuse","61","31776.32787","12891.57377","11429.18033","280","AMI","12.0","14.9","43.055562","-76.149154"
"1194","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330141","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","101 HOSPITAL ROAD","PATCHOGUE","NY","11772","NY - East Long Island","63","72602.39683","12269.7619","11025.19048","280","AMI","12.3","16.8","40.78029","-72.97823"
"1195","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330153","ELLIS HOSPITAL","1101 NOTT STREET","SCHENECTADY","NY","12308","NY - Albany","33","41982.0303","11413.81818","10051.84848","280","AMI","15.1","14.4","42.819818","-73.918883"
"1196","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330158","GOOD SAMARITAN HOSPITAL OF SUFFERN","255 LAFAYETTE AVENUE","SUFFERN","NY","10901","NJ - Ridgewood","53","62098.11321","13153.64151","12421.26415","280","AMI","13.8","17.9","41.112389","-74.136248"
"1197","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330160","STATEN ISLAND UNIVERSITY HOSPITAL","475 SEAVIEW AVENUE","STATEN ISLAND","NY","10305","NY - Manhattan","47","70064.6383","17614.65957","16232.76596","280","AMI","15.0","17.1","40.584082","-74.087013"
"1198","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330162","NORTHERN WESTCHESTER HOSPITAL","400 EAST MAIN STREET","MOUNT KISCO","NY","10549","NY - White Plains","14","35425.92857","10391.64286","9701.357143","280","AMI","13.7","16.8","41.196692","-73.724449"
"1199","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330163","EASTERN NIAGARA HOSPITAL","521 EAST AVENUE","LOCKPORT","NY","14094","NY - Buffalo","13","21527.07692","10647.38462","9538.692308","280","AMI","15.1","17.0","43.17638","-78.671075"
"1200","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330164","HIGHLAND HOSPITAL","1000 SOUTH AVENUE","ROCHESTER","NY","14620","NY - Rochester","12","14652","11342.5","10404.75","280","AMI","14.2","16.8","43.135955","-77.607556"
"1201","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330167","WINTHROP-UNIVERSITY HOSPITAL","259 FIRST STREET","MINEOLA","NY","11501","NY - East Long Island","45","123857.2667","20427.46667","16848.82222","280","AMI","13.4","18.2","40.74167","-73.64344"
"1202","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330169","BETH ISRAEL MEDICAL CENTER","FIRST AVENUE AT 16TH STREET","NEW YORK","NY","10003","NY - Manhattan","77","83389.71429","19157.58442","16098.88312","280","AMI","11.5","18.5","40.732665","-73.9816"
"1203","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330180","SAMARITAN HOSPITAL","2215 BURDETT AVENUE","TROY","NY","12180","NY - Albany","23","23387.47826","9481.130435","8177.478261","280","AMI","14.5","15.4","42.733478","-73.671411"
"1204","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330181","GLEN COVE HOSPITAL","101 ST ANDREWS LANE","GLEN COVE","NY","11542","NY - East Long Island","21","37447.42857","11734.47619","10987.04762","280","AMI","13.0","18.3",NA,NA
"1205","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330182","ST FRANCIS HOSPITAL, ROSLYN","100 PORT WASHINGTON BOULEVARD","ROSLYN","NY","11576","NY - East Long Island","66","79374.48485","14415.12121","12556.28788","280","AMI","11.1","17.1","40.804505","-73.672669"
"1206","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330184","MONTEFIORE NEW ROCHELLE HOSPITAL","16 GUION PLACE","NEW ROCHELLE","NY","10802","NY - Bronx","21","20691.28571","15698.7619","13872.28571","280","AMI","12.9","17.6","40.912968","-73.786997"
"1207","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330185","JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON","75 NORTH COUNTRY ROAD","PORT JEFFERSON","NY","11777","NY - East Long Island","35","50410.85714","11568.4","9839.771429","280","AMI","13.0","16.7","40.938128","-73.053786"
"1208","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330188","MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER","5300 MILITARY ROAD","LEWISTON","NY","14092","NY - Buffalo","30","11240.83333","9791.9","8830.8","280","AMI","13.5","15.7","43.154652","-79.030462"
"1209","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330191","GLENS FALLS HOSPITAL","100 PARK STREET","GLENS FALLS","NY","12801","NY - Albany","27","38304.11111","10173.59259","8567.851852","280","AMI","14.5","15.4","43.308335","-73.644551"
"1210","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330193","FLUSHING HOSPITAL MEDICAL CENTER","45TH AVENUE AND PARSONS BOULEVARD","FLUSHING","NY","11355","NY - East Long Island","16","29181","18147.4375","15124.875","280","AMI","13.9","17.7","40.755636","-73.815645"
"1211","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330194","MAIMONIDES MEDICAL CENTER","4802 TENTH AVENUE","BROOKLYN","NY","11219","NY - Manhattan","143","79279.14685","22276.82517","19573.69231","280","AMI","10.6","16.0","40.63908","-73.998667"
"1212","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330195","LONG ISLAND JEWISH MEDICAL CENTER","270 - 05 76TH AVENUE","NEW HYDE PARK","NY","11040","NY - East Long Island","33","71588.51515","19703.54545","18013.87879","280","AMI","13.9","18.7",NA,NA
"1213","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330196","CONEY ISLAND HOSPITAL","2601 OCEAN PARKWAY","BROOKLYN","NY","11235","NY - Manhattan","32","63575.5625","21334.5","18824.25","280","AMI","14.2","18.6","40.584965","-73.966279"
"1214","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330197","CANTON-POTSDAM HOSPITAL","50 LEROY STREET","POTSDAM","NY","13676","VT - Burlington","19","11271.68421","11449.68421","10558.73684","280","AMI","15.1","16.6","44.676085","-74.981451"
"1215","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330198","SOUTH NASSAU COMMUNITIES HOSPITAL","ONE HEALTHY WAY","OCEANSIDE","NY","11572","NY - East Long Island","42","43648.16667","12597.2381","11557.14286","280","AMI","17.1","17.1",NA,NA
"1216","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330201","KINGSBROOK JEWISH MEDICAL CENTER","585 SCHENECTADY AVENUE","BROOKLYN","NY","11203","NY - Manhattan","25","65397.88","16914.84","14984.4","280","AMI","13.6","17.1","40.658929","-73.934072"
"1217","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330202","KINGS COUNTY HOSPITAL CENTER","451 CLARKSON AVENUE","BROOKLYN","NY","11203","NY - Manhattan","11","48962.90909","28242.36364","26233.36364","280","AMI","14.2","16.8","40.655773","-73.944039"
"1218","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330203","CROUSE HOSPITAL","736 IRVING AVENUE","SYRACUSE","NY","13210","NY - Syracuse","24","22829.08333","13984.79167","9756.25","280","AMI","14.6","16.6","43.041707","-76.137852"
"1219","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330204","BELLEVUE HOSPITAL CENTER","462 FIRST AVENUE","NEW YORK","NY","10016","NY - Manhattan","22","50066.63636","28955.36364","26417.90909","280","AMI","15.1","17.4","40.739696","-73.976526"
"1220","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330208","ST JOHN'S RIVERSIDE HOSPITAL","976 NORTH BROADWAY","YONKERS","NY","10701","NY - White Plains","23","30471.78261","14763.13043","13697.52174","280","AMI","13.0","17.1","40.96784","-73.885107"
"1221","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330214","NYU HOSPITALS CENTER","550 FIRST AVENUE","NEW YORK","NY","10016","NY - Manhattan","28","65022.53571","17181.71429","15061.78571","280","AMI","11.1","15.1","40.74226","-73.974661"
"1222","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330215","ROME MEMORIAL HOSPITAL, INC","1500 NORTH JAMES STREET","ROME","NY","13440","NY - Syracuse","14","26395.57143","9193.142857","8587.428571","280","AMI","14.4","16.2","43.228954","-75.444248"
"1223","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330218","OSWEGO HOSPITAL","110 WEST SIXTH STREET","OSWEGO","NY","13126","NY - Syracuse","22","19003.22727","11324.95455","10498.77273","280","AMI","14.4","17.5","43.454141","-76.516001"
"1224","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330221","WYCKOFF HEIGHTS MEDICAL CENTER","374 STOCKHOLM STREET","BROOKLYN","NY","11237","NY - Manhattan","41","41657.58537","19301.39024","17448.14634","280","AMI","14.2","17.8","40.704699","-73.917648"
"1225","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330222","SARATOGA HOSPITAL","211 CHURCH STREET","SARATOGA SPRING","NY","12866","NY - Albany","25","46352.12","9899.56","9178.92","280","AMI","13.8","16.3","43.084738","-73.797766"
"1226","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330226","UNITY HOSPITAL OF ROCHESTER","1555 LONG POND ROAD","ROCHESTER","NY","14626","NY - Rochester","28","15075.39286","11481.67857","9851.214286","280","AMI","14.3","17.1","43.191527","-77.701464"
"1227","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330231","QUEENS HOSPITAL CENTER","82-68 164TH STREET","JAMAICA","NY","11432","NY - East Long Island","15","38381.93333","22683.46667","20405.6","280","AMI","15.5","Not Available","40.71698","-73.803431"
"1228","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330233","BROOKDALE HOSPITAL MEDICAL CENTER","LINDEN BOULEVARD AT BROOKDALE PLAZA","BROOKLYN","NY","11212","NY - Manhattan","16","55437.0625","23529.375","19459.875","280","AMI","15.6","17.0","40.6545","-73.91275"
"1229","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330234","WESTCHESTER MEDICAL CENTER","100 WOODS RD","VALHALLA","NY","10595","NY - White Plains","50","128766.62","25900.2","21669.7","280","AMI","13.2","16.3","41.08768","-73.803897"
"1230","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330235","AUBURN COMMUNITY HOSPITAL","17 LANSING STREET","AUBURN","NY","13021","NY - Syracuse","19","15939.84211","12069.21053","10934.05263","280","AMI","13.1","17.1","42.940761","-76.564607"
"1231","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330236","NEW YORK METHODIST HOSPITAL","506 SIXTH STREET","BROOKLYN","NY","11215","NY - Manhattan","46","39732","18052.58696","16204.8913","280","AMI","13.1","18.6","40.668263","-73.979141"
"1232","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330239","WOMAN'S CHRISTIAN ASSOCIATION","207 FOOTE AVENUE","JAMESTOWN","NY","14701","PA - Erie","16","15986.5625","9297.5625","8387.5625","280","AMI","13.5","16.9","42.091237","-79.23295"
"1233","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","SYRACUSE","NY","13210","NY - Syracuse","19","50275.78947","16600.84211","14693.26316","280","AMI","15.1","16.2","43.042676","-76.139247"
"1234","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330245","ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET","UTICA","NY","13501","NY - Elmira","13","29797.46154","11536.15385","10032.15385","280","AMI","14.6","15.7","43.083646","-75.267158"
"1235","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET","PLATTSBURGH","NY","12901","VT - Burlington","50","47483.78","16158.66","15128.58","280","AMI","13.6","18.4","44.700122","-73.466647"
"1236","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330259","MERCY MEDICAL CENTER","1000 NORTH VILLAGE AVENUE","ROCKVILLE CENTR","NY","11570","NY - East Long Island","36","47588.55556","12002.38889","11152.55556","280","AMI","13.1","17.8","40.688191","-73.633236"
"1237","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330261","PHELPS MEMORIAL HOSPITAL ASSN","701 NORTH BROADWAY","SLEEPY HOLLOW","NY","10591","NY - White Plains","17","40656.17647","13489.88235","12493.05882","280","AMI","14.6","17.0","41.107555","-73.859639"
"1238","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330264","ST LUKE'S CORNWALL HOSPITAL","70 DUBOIS STREET","NEWBURGH","NY","12550","NY - White Plains","37","70525.62162","13956.32432","13081.48649","280","AMI","15.5","16.9","41.50375","-74.015175"
"1239","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330267","HUDSON VALLEY HOSPITAL CENTER","1980 CROMPOND ROAD","CORTLANDT MANOR","NY","10567","NY - White Plains","37","66063.89189","13867.48649","12937.27027","280","AMI","14.3","17.0","41.291457","-73.893601"
"1240","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330273","PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE","CARMEL","NY","10512","CT - New Haven","19","31106.31579","9399.631579","8574.368421","280","AMI","12.5","16.5","41.384844","-73.664475"
"1241","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330277","CORNING HOSPITAL","1 GUTHRIE DRIVE","CORNING","NY","14830","PA - Sayre","15","17328.6","9685.733333","9045.733333","280","AMI","12.7","16.9","42.136107","-76.969841"
"1242","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330279","MERCY HOSPITAL","565 ABBOTT ROAD","BUFFALO","NY","14220","NY - Buffalo","51","22341.31373","11523.09804","9544.588235","280","AMI","16.2","17.0","42.847875","-78.811876"
"1243","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330285","STRONG MEMORIAL HOSPITAL","601 ELMWOOD AVE","ROCHESTER","NY","14642","NY - Rochester","31","35050.35484","18951.70968","14061.54839","280","AMI","12.7","17.9","43.124394","-77.623692"
"1244","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330286","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","1000 MONTAUK HIGHWAY","WEST ISLIP","NY","11795","NY - East Long Island","34","58240.88235","12857.82353","11024.11765","280","AMI","13.3","18.6","40.696807","-73.286321"
"1245","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330304","WHITE PLAINS HOSPITAL CENTER","41 EAST POST R0AD","WHITE PLAINS","NY","10601","NY - White Plains","42","35635.52381","12121.69048","10751.7619","280","AMI","13.5","18.5","41.026334","-73.769695"
"1246","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330306","LUTHERAN MEDICAL CENTER","150 55TH STREET","BROOKLYN","NY","11220","NY - Manhattan","26","69993.73077","23746.19231","21047.11538","280","AMI","11.6","16.3","40.647142","-74.02123"
"1247","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330307","CAYUGA MEDICAL CENTER AT ITHACA","101 DATES DRIVE","ITHACA","NY","14850","NY - Rochester","18","12922.27778","8213.111111","7477.111111","280","AMI","15.0","16.4","42.467092","-76.538811"
"1248","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330331","PLAINVIEW HOSPITAL","888 OLD COUNTRY ROAD","PLAINVIEW","NY","11803","NY - East Long Island","35","36133.48571","13538.62857","10480.94286","280","AMI","11.8","18.5","40.774382","-73.478429"
"1249","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330332","ST JOSEPH HOSPITAL","4295 HEMPSTEAD TURNPIKE","BETHPAGE","NY","11714","NY - East Long Island","23","44681.69565","10462.6087","9927.391304","280","AMI","13.9","16.0","40.725795","-73.478755"
"1250","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330350","UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","445 LENOX ROAD","BROOKLYN","NY","11203","NY - Manhattan","20","56217.4","25485.85","21841.7","280","AMI","15.0","18.3","40.654457","-73.94516"
"1251","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330353","FOREST HILLS HOSPITAL","102 - 01 66TH ROAD","FOREST HILLS","NY","11375","NY - East Long Island","26","33075.61538","12879.73077","11745.19231","280","AMI","17.3","16.6","40.72861","-73.8513"
"1252","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330372","FRANKLIN HOSPITAL","900 FRANKLIN AVENUE","VALLEY STREAM","NY","11580","NY - East Long Island","25","34306.72","11474.64","10257.92","280","AMI","14.4","16.3","40.681674","-73.68572"
"1253","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330386","CATSKILL REGIONAL MEDICAL CENTER","68 HARRIS BUSHVILLE ROAD","HARRIS","NY","12742","NY - Albany","37","32299.67568","12467.78378","11552.75676","280","AMI","13.3","18.9",NA,NA
"1254","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330393","UNIVERSITY HOSPITAL ( STONY BROOK )","HEALTH SCIENCES CENTER SUNY","STONY BROOK","NY","11794","NY - East Long Island","86","81885.94186","21966.80233","18275.68605","280","AMI","10.7","17.9",NA,NA
"1255","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330394","UNITED HEALTH SERVICES HOSPITALS, INC","33-57 HARRISON STREET","JOHNSON CITY","NY","13790","NY - Binghamton","32","29497.625","11254.21875","10094.34375","280","AMI","16.8","17.3","42.088097","-75.914166"
"1256","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330395","ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","327 BEACH 19TH STREET","FAR ROCKAWAY","NY","11691","NY - East Long Island","17","41219.17647","20781.88235","17373.47059","280","AMI","16.1","Not Available","40.598675","-73.75268"
"1257","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330396","WOODHULL MEDICAL AND MENTAL HEALTH CENTER","760 BROADWAY","BROOKLYN","NY","11206","NY - Manhattan","13","31571","22707.15385","20627.92308","280","AMI","15.6","Not Available","40.700512","-73.941557"
"1258","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330397","INTERFAITH MEDICAL CENTER","1545 ATLANTIC AVENUE","BROOKLYN","NY","11213","NY - Manhattan","16","44452.4375","24909.625","22100.625","280","AMI","13.7","17.4","40.677866","-73.937154"
"1259","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330399","ST BARNABAS HOSPITAL","4422 THIRD AVENUE","BRONX","NY","10457","NY - Bronx","11","60619.63636","28296.90909","24440.09091","280","AMI","15.0","17.5","40.85277","-73.892168"
"1260","280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","330401","ST CATHERINE OF SIENA HOSPITAL","50 ROUTE 25A","SMITHTOWN","NY","11787","NY - East Long Island","30","73614.46667","11965.46667","11278.5","280","AMI","11.4","16.8","40.858303","-73.18609"
"1261","281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC","330004","HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS","396 BROADWAY","KINGSTON","NY","12401","NY - Albany","30","21170.7","6839.733333","5655.733333","281","AMI","13.0","18.2","41.92651","-73.995902"
"1262","281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC","330005","KALEIDA HEALTH","726 EXCHANGE STREET, SUITE 522","BUFFALO","NY","14210","NY - Buffalo","73","18803.24658","9755.630137","8039.410959","281","AMI","14.2","15.8","42.87459","-78.850067"
"1263","281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC","330011","OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","169 RIVERSIDE DRIVE","BINGHAMTON","NY","13905","NY - Binghamton","21","8822.619048","6040.52381","5090.238095","281","AMI","13.4","18.3","42.09264","-75.935558"
"1264","281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC","330013","ALBANY MEDICAL CENTER HOSPITAL","43 NEW SCOTLAND AVENUE","ALBANY","NY","12208","NY - Albany","36","54911.63889","10576.80556","8829.027778","281","AMI","14.6","18.4","42.653254","-73.77386"
"1265","281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC","330014","JAMAICA HOSPITAL MEDICAL CENTER","89TH AVENUE AND VAN WYCK EXPRESSWAY","JAMAICA","NY","11418","NY - East Long Island","29","23870.31034","14391.93103","11988.31034","281","AMI","15.8","17.8","40.701412","-73.816302"
"1266","281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC","330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY","BROOKLYN","NY","11229","NY - Manhattan","13","17506","8949","8301.615385","281","AMI","13.3","16.7","40.613783","-73.948321"
"1267","281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC","330023","VASSAR BROTHERS MEDICAL CENTER","45 READE PLACE","POUGHKEEPSIE","NY","12601","NY - Albany","41","35349.73171","7758.707317","6928.268293","281","AMI","14.0","16.1","41.694567","-73.935723"
